Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2018,2018,kg/ha,1164.5,A,
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2019,2019,kg/ha,1471.2,E,
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2020,2020,kg/ha,1315.7,E,
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2021,2021,kg/ha,1294.9,E,
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2022,2022,kg/ha,1160.4,E,
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2023,2023,kg/ha,1292.6,E,
100,'356,India,328,'01921.01,"Seed cotton, unginned",5412,Yield,2024,2024,kg/ha,1310.4,E,
100,'356,India,15,'0111,Wheat,5412,Yield,2003,2003,kg/ha,2610.0,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2004,2004,kg/ha,2713.2,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2005,2005,kg/ha,2601.6,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2006,2006,kg/ha,2618.8,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2007,2007,kg/ha,2707.9,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2008,2008,kg/ha,2802.2,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2009,2009,kg/ha,2907.1,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2010,2010,kg/ha,2839.5,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2011,2011,kg/ha,2988.6,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2012,2012,kg/ha,3177.5,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2013,2013,kg/ha,3153.8,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2014,2014,kg/ha,3145.7,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2015,2015,kg/ha,2749.6,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2016,2016,kg/ha,3033.9,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2017,2017,kg/ha,3199.9,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2018,2018,kg/ha,3368.2,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2019,2019,kg/ha,3533.4,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2020,2020,kg/ha,3439.8,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2021,2021,kg/ha,3520.8,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2022,2022,kg/ha,3537.3,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2023,2023,kg/ha,3520.7,A,
100,'356,India,15,'0111,Wheat,5412,Yield,2024,2024,kg/ha,3559.0,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2003,2003,kg/ha,2955.1,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2004,2004,kg/ha,2991.4,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2005,2005,kg/ha,3174.2,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2006,2006,kg/ha,3160.4,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2007,2007,kg/ha,3317.6,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2008,2008,kg/ha,3519.9,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2009,2009,kg/ha,3580.9,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2010,2010,kg/ha,3058.8,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2011,2011,kg/ha,3593.9,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2012,2012,kg/ha,3596.6,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2013,2013,kg/ha,3752.8,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2014,2014,kg/ha,3633.9,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2015,2015,kg/ha,3724.0,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2016,2016,kg/ha,3771.6,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2017,2017,kg/ha,3852.6,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2018,2018,kg/ha,3842.7,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2019,2019,kg/ha,3665.3,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2020,2020,kg/ha,3786.3,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2021,2021,kg/ha,3953.2,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2022,2022,kg/ha,3690.3,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2023,2023,kg/ha,4066.2,A,
165,'586,Pakistan,27,'0113,Rice,5412,Yield,2024,2024,kg/ha,3740.6,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2003,2003,kg/ha,1715.2,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2004,2004,kg/ha,2280.1,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2005,2005,kg/ha,2042.4,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2006,2006,kg/ha,2033.3,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2007,2007,kg/ha,1858.7,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2008,2008,kg/ha,2046.2,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2009,2009,kg/ha,2039.5,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2010,2010,kg/ha,2087.5,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2011,2011,kg/ha,2330.3,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2012,2012,kg/ha,2211.4,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2013,2013,kg/ha,2272.4,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2014,2014,kg/ha,2302.1,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2015,2015,kg/ha,1678.8,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2016,2016,kg/ha,2104.2,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2017,2017,kg/ha,2168.3,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2018,2018,kg/ha,2034.8,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2019,2019,kg/ha,1779.8,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2020,2020,kg/ha,1661.6,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2021,2021,kg/ha,2114.7,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2022,2022,kg/ha,1124.1,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2023,2023,kg/ha,2078.2,A,
165,'586,Pakistan,328,'01921.01,"Seed cotton, unginned",5412,Yield,2024,2024,kg/ha,1713.3,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2003,2003,kg/ha,2387.8,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2004,2004,kg/ha,2373.3,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2005,2005,kg/ha,2585.8,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2006,2006,kg/ha,2518.6,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2007,2007,kg/ha,2715.6,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2008,2008,kg/ha,2451.4,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2009,2009,kg/ha,2656.8,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2010,2010,kg/ha,2552.8,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2011,2011,kg/ha,2832.8,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2012,2012,kg/ha,2713.8,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2013,2013,kg/ha,2795.7,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2014,2014,kg/ha,2824.1,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2015,2015,kg/ha,2725.6,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2016,2016,kg/ha,2779.0,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2017,2017,kg/ha,2972.9,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2018,2018,kg/ha,2850.5,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2019,2019,kg/ha,2805.9,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2020,2020,kg/ha,2867.5,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2021,2021,kg/ha,2995.6,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2022,2022,kg/ha,2919.6,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2023,2023,kg/ha,3117.6,A,
165,'586,Pakistan,15,'0111,Wheat,5412,Yield,2024,2024,kg/ha,3268.3,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2003,2003,kg/ha,7475.9,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2004,2004,kg/ha,7832.8,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2005,2005,kg/ha,7424.5,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2006,2006,kg/ha,7731.3,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2007,2007,kg/ha,8091.7,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2008,2008,kg/ha,7673.1,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2009,2009,kg/ha,7941.3,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2010,2010,kg/ha,7537.5,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2011,2011,kg/ha,7920.9,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2012,2012,kg/ha,8365.1,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2013,2013,kg/ha,8623.2,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2014,2014,kg/ha,8491.9,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2015,2015,kg/ha,8372.2,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2016,2016,kg/ha,8112.1,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2017,2017,kg/ha,8414.7,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2018,2018,kg/ha,8621.3,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2019,2019,kg/ha,8375.9,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2020,2020,kg/ha,8540.1,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2021,2021,kg/ha,8641.6,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2022,2022,kg/ha,8277.8,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2023,2023,kg/ha,8572.8,A,
231,'840,United States of America,27,'0113,Rice,5412,Yield,2024,2024,kg/ha,8684.1,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2003,2003,kg/ha,2062.8,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2004,2004,kg/ha,2373.1,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2005,2005,kg/ha,2305.2,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2006,2006,kg/ha,2261.9,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2007,2007,kg/ha,2393.3,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2008,2008,kg/ha,2184.6,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2009,2009,kg/ha,2106.2,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2010,2010,kg/ha,2188.1,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2011,2011,kg/ha,2544.8,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2012,2012,kg/ha,2725.1,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2013,2013,kg/ha,2497.7,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2014,2014,kg/ha,2588.6,A,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2015,2015,kg/ha,2591.7,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2016,2016,kg/ha,2620.6,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2017,2017,kg/ha,2671.3,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2018,2018,kg/ha,2687.2,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2019,2019,kg/ha,2712.8,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2020,2020,kg/ha,2744.4,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2021,2021,kg/ha,2777.7,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2022,2022,kg/ha,2802.4,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2023,2023,kg/ha,2831.2,E,
231,'840,United States of America,328,'01921.01,"Seed cotton, unginned",5412,Yield,2024,2024,kg/ha,2860.0,E,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2003,2003,kg/ha,2971.2,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2004,2004,kg/ha,2902.6,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2005,2005,kg/ha,2823.1,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2006,2006,kg/ha,2598.6,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2007,2007,kg/ha,2704.6,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2008,2008,kg/ha,3017.5,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2009,2009,kg/ha,2989.7,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2010,2010,kg/ha,3116.7,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2011,2011,kg/ha,2942.2,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2012,2012,kg/ha,3115.4,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2013,2013,kg/ha,3167.3,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2014,2014,kg/ha,2937.8,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2015,2015,kg/ha,2929.9,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2016,2016,kg/ha,3540.8,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2017,2017,kg/ha,3117.5,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2018,2018,kg/ha,3200.5,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2019,2019,kg/ha,3474.6,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2020,2020,kg/ha,3341.7,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2021,2021,kg/ha,2980.5,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2022,2022,kg/ha,3126.5,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2023,2023,kg/ha,3269.4,A,
231,'840,United States of America,15,'0111,Wheat,5412,Yield,2024,2024,kg/ha,3446.2,A,
